index,is_fraud
31852,0.01
31494,0.07
30038,0.02
31981,0.08
31932,0.1
31460,0.03
30015,0.05
31665,0.0
31811,0.04
31870,0.01
31688,0.16
31597,0.14
31791,0.0
31344,0.11
31001,0.02
30270,0.05
31378,0.22
30053,0.24
30732,0.16
31489,0.07
30963,0.09
30935,0.02
31267,0.05
30467,0.09
31268,0.28
30077,0.02
31125,0.05
31572,0.01
31014,0.03
30180,0.0
31006,0.23
30808,0.24
30909,0.04
31261,0.07
30728,0.04
30999,0.0
31617,0.02
30299,0.39
30074,0.05
30645,0.13
31753,0.02
30212,0.02
30897,0.1
31053,0.05
31364,0.0
30915,0.05
30637,0.26
31370,0.02
30229,0.05
30202,0.0
31678,0.15
31757,0.11
30203,0.19
30916,0.08
30505,0.09
30470,0.04
31632,0.03
30425,0.23
30083,0.29
31264,0.02
30278,0.02
30310,0.08
30478,0.11
31642,0.21
30468,0.0
31353,0.19
31954,0.15
30023,0.1
31885,0.01
31392,0.02
30081,0.05
30706,0.19
31795,0.3
30622,0.02
30281,0.05
30593,0.03
31046,0.03
30355,0.09
31248,0.03
31222,0.15
31815,0.15
30611,0.17
31743,0.25
30045,0.22
30316,0.02
31608,0.08
30112,0.01
30544,0.02
30555,0.0
30727,0.02
30739,0.01
30230,0.08
31302,0.01
31398,0.03
31113,0.06
30201,0.04
31333,0.01
30855,0.06
30641,0.12
31132,0.05
31387,0.0
30705,0.19
31431,0.01
30762,0.05
31011,0.05
31479,0.06
31645,0.01
30608,0.08
31569,0.06
30840,0.02
30402,0.03
30973,0.02
30875,0.01
30326,0.06
31119,0.1
31151,0.03
30088,0.03
31133,0.04
31321,0.19
31593,0.23
30879,0.13
30621,0.03
31310,0.07
30040,0.15
31640,0.09
30636,0.0
30537,0.13
31621,0.05
31989,0.07
30050,0.0
31630,0.13
30769,0.1
31594,0.04
30194,0.09
30080,0.15
30837,0.18
31643,0.0
30259,0.19
30147,0.01
31578,0.01
31596,0.05
30737,0.07
31123,0.0
30304,0.0
30214,0.07
30960,0.01
30670,0.1
31435,0.01
31280,0.05
31963,0.05
30094,0.06
30313,0.07
31693,0.14
31326,0.02
31040,0.04
30788,0.0
31288,0.04
31023,0.1
30862,0.02
30681,0.07
31889,0.11
30335,0.11
30990,0.03
30718,0.29
31430,0.06
31808,0.07
31655,0.01
31160,0.05
30993,0.03
31219,0.11
30119,0.07
31653,0.02
30518,0.19
31101,0.09
31309,0.06
30033,0.17
30386,0.05
31924,0.05
30934,0.04
30992,0.02
30711,0.02
31493,0.03
31690,0.27
31940,0.04
30549,0.03
30517,0.06
31027,0.13
30142,0.0
30133,0.03
30091,0.18
30738,0.1
31317,0.04
31242,0.02
30452,0.02
30183,0.02
30413,0.04
31557,0.01
31228,0.0
31467,0.01
31762,0.1
31207,0.02
31073,0.02
31253,0.05
31559,0.02
31738,0.01
30774,0.08
30320,0.07
30069,0.05
30639,0.15
30754,0.01
31984,0.03
30956,0.14
31256,0.02
30634,0.01
31533,0.18
31444,0.22
31348,0.01
30514,0.02
31909,0.02
30192,0.04
30213,0.01
31105,0.02
30257,0.0
31590,0.07
31670,0.18
30877,0.09
31295,0.04
30832,0.07
31306,0.23
31026,0.01
31320,0.04
31215,0.06
31419,0.11
31158,0.01
31497,0.09
31083,0.01
30361,0.07
31893,0.06
31970,0.09
30910,0.09
30720,0.06
30521,0.02
30581,0.03
31025,0.02
31016,0.12
30822,0.06
30708,0.0
30164,0.02
30327,0.03
31033,0.01
30757,0.03
31232,0.07
30199,0.01
30350,0.12
30375,0.08
30914,0.15
31279,0.05
31277,0.16
31233,0.14
31704,0.13
31360,0.25
30305,0.04
30389,0.22
31568,0.14
31951,0.03
30344,0.0
31955,0.05
30972,0.0
31332,0.06
31873,0.0
31959,0.01
31209,0.02
31357,0.04
31817,0.06
30971,0.04
30104,0.15
31534,0.03
31081,0.08
31977,0.12
31453,0.05
30048,0.22
30717,0.01
30176,0.09
31084,0.07
31581,0.06
31412,0.05
31343,0.05
31781,0.05
31436,0.02
30725,0.05
31995,0.0
30166,0.03
31247,0.08
30969,0.07
31339,0.03
31198,0.09
30787,0.12
31978,0.03
30337,0.22
30210,0.16
30686,0.02
30500,0.24
30145,0.12
31536,0.04
31496,0.01
30322,0.08
30911,0.1
31769,0.1
31942,0.19
30846,0.11
30056,0.08
31155,0.02
31922,0.06
30918,0.1
30540,0.13
30331,0.06
30250,0.03
31010,0.18
31437,0.13
30174,0.05
31543,0.04
30008,0.11
31249,0.05
30584,0.14
30574,0.03
30477,0.04
31024,0.01
31097,0.11
31652,0.01
31375,0.01
31365,0.03
30120,0.13
30594,0.01
31110,0.22
30731,0.0
31664,0.09
31673,0.09
30575,0.04
30231,0.04
31685,0.02
31812,0.01
31719,0.05
31513,0.04
31749,0.06
31227,0.18
30562,0.16
30144,0.04
31069,0.14
31620,0.06
31894,0.03
30025,0.13
30292,0.08
30442,0.28
31103,0.03
31827,0.14
31237,0.16
31773,0.15
30522,0.02
30487,0.05
30722,0.0
30447,0.04
31316,0.08
31121,0.08
30880,0.05
30983,0.15
31848,0.28
31478,0.13
30745,0.03
30834,0.06
31783,0.0
30157,0.07
31153,0.15
30945,0.0
30454,0.02
31809,0.14
30156,0.07
31910,0.05
30481,0.01
31764,0.11
31732,0.04
30958,0.05
30302,0.07
30891,0.01
30449,0.04
30721,0.05
31468,0.09
30906,0.03
31876,0.02
30498,0.04
31146,0.01
30534,0.09
31920,0.08
31686,0.04
30284,0.25
31591,0.0
30476,0.09
30665,0.06
31691,0.01
30851,0.06
30663,0.07
31856,0.06
30123,0.0
30244,0.07
31190,0.09
31022,0.05
31145,0.05
31997,0.01
30701,0.08
31354,0.05
30285,0.1
30242,0.04
30489,0.09
31393,0.12
31126,0.02
31844,0.05
30702,0.0
30644,0.18
31068,0.03
31535,0.01
30842,0.08
31716,0.12
30606,0.13
31099,0.03
30090,0.06
31976,0.21
30239,0.11
30208,0.12
30084,0.14
30114,0.04
31615,0.01
31592,0.07
31258,0.1
30261,0.02
31491,0.1
31318,0.1
31929,0.22
31107,0.02
31347,0.05
30671,0.03
30234,0.04
30947,0.05
30692,0.05
31958,0.02
30223,0.01
31211,0.1
31982,0.17
30383,0.04
31813,0.07
30556,0.01
31305,0.08
31996,0.05
31930,0.03
30155,0.07
30551,0.08
30883,0.09
30415,0.09
31697,0.04
30565,0.04
31356,0.06
31657,0.0
31221,0.12
31061,0.03
30243,0.09
30315,0.06
30138,0.17
31706,0.15
30841,0.01
31363,0.01
30710,0.02
30198,0.0
30567,0.04
30059,0.02
31289,0.08
30067,0.02
30939,0.05
30154,0.12
30349,0.03
30039,0.04
31452,0.05
30600,0.01
31275,0.01
30944,0.01
30580,0.03
30603,0.01
30729,0.24
31051,0.09
30296,0.07
31171,0.12
31404,0.07
31700,0.0
30820,0.19
31864,0.05
30392,0.02
30764,0.02
31028,0.04
31454,0.0
30102,0.1
30985,0.3
30545,0.04
30029,0.05
30339,0.01
30817,0.01
30798,0.06
30126,0.09
30013,0.04
31786,0.02
30049,0.1
31797,0.03
30981,0.11
31230,0.04
31561,0.02
30768,0.03
31456,0.0
30065,0.11
31862,0.14
30673,0.03
30577,0.24
31837,0.06
31601,0.08
30894,0.05
31847,0.23
30942,0.07
31538,0.04
31049,0.12
30026,0.11
30690,0.1
31476,0.08
30921,0.38
30821,0.01
31413,0.06
31939,0.0
30334,0.14
31439,0.09
30953,0.05
31523,0.07
31019,0.05
30051,0.17
31708,0.16
31651,0.01
30103,0.04
30408,0.13
30749,0.01
30954,0.01
31512,0.01
31410,0.07
30579,0.05
30401,0.02
30148,0.05
30225,0.09
30765,0.04
31943,0.16
30374,0.11
30347,0.0
31203,0.17
30752,0.08
30488,0.18
30158,0.09
30758,0.02
31539,0.01
31599,0.1
31472,0.42
31066,0.03
31782,0.04
31800,0.02
30685,0.0
31432,0.07
30063,0.03
30128,0.07
31948,0.24
30888,0.02
30924,0.04
31684,0.1
30358,0.12
30465,0.1
31787,0.01
30474,0.18
31540,0.0
31780,0.07
30078,0.04
31723,0.14
30828,0.28
30163,0.14
30193,0.16
31297,0.01
31020,0.04
31194,0.03
31692,0.1
30753,0.02
31801,0.08
31008,0.0
31071,0.05
30195,0.17
31682,0.0
31937,0.35
30378,0.04
30893,0.03
31148,0.06
30853,0.03
31098,0.03
31923,0.06
30323,0.07
30662,0.09
30623,0.06
31644,0.15
31777,0.1
31156,0.04
30260,0.19
31308,0.03
31737,0.01
31057,0.18
31085,0.2
31858,0.01
31182,0.0
30189,0.07
30227,0.12
30598,0.09
31901,0.07
30750,0.13
30868,0.03
30161,0.09
31172,0.06
31659,0.06
30812,0.06
31953,0.19
31372,0.13
31624,0.05
31108,0.06
31475,0.02
31619,0.06
30196,0.16
30607,0.09
30532,0.03
30343,0.05
30399,0.05
30696,0.03
31291,0.39
31835,0.07
30457,0.15
30021,0.05
30359,0.05
31839,0.13
30940,0.1
30811,0.01
31168,0.04
30497,0.06
31771,0.19
30232,0.01
30803,0.13
31676,0.0
31793,0.01
31637,0.07
31752,0.15
30377,0.07
30364,0.07
30431,0.07
31514,0.08
30920,0.11
30301,0.01
31226,0.02
31201,0.02
30986,0.11
31728,0.18
31950,0.1
31284,0.0
30632,0.29
30793,0.11
31886,0.09
30110,0.01
30987,0.11
30172,0.06
31183,0.05
30797,0.05
31361,0.02
30578,0.03
31405,0.02
31281,0.08
30307,0.05
30365,0.01
31070,0.04
30643,0.01
31371,0.05
31165,0.15
30177,0.08
30589,0.18
31872,0.02
30861,0.04
30649,0.13
30079,0.09
30898,0.05
30294,0.17
30693,0.02
31095,0.02
31918,0.0
31117,0.06
30277,0.05
30905,0.22
31546,0.03
31908,0.03
31394,0.23
31366,0.05
30394,0.11
31329,0.0
31459,0.05
31218,0.06
31667,0.0
30652,0.2
31130,0.23
31866,0.01
31772,0.19
31734,0.05
30444,0.2
31303,0.02
31758,0.05
30480,0.02
30171,0.08
30902,0.02
30087,0.07
30791,0.03
30009,0.15
30459,0.01
30249,0.02
30271,0.05
31263,0.19
30669,0.29
30734,0.24
31414,0.03
31260,0.06
30020,0.04
30819,0.28
31502,0.06
30763,0.03
31838,0.23
30548,0.12
31000,0.12
31927,0.08
31867,0.09
31362,0.05
31143,0.03
31831,0.09
31553,0.05
31448,0.02
30032,0.02
30435,0.06
31979,0.03
31579,0.31
30318,0.08
30127,0.14
31169,0.25
31213,0.01
31170,0.05
31388,0.03
31609,0.02
31048,0.02
30072,0.04
30113,0.06
30900,0.01
31150,0.09
30075,0.03
31178,0.02
30348,0.0
31975,0.15
31972,0.0
30410,0.05
31778,0.03
30610,0.03
31803,0.01
31376,0.03
30256,0.02
31455,0.02
31438,0.11
30219,0.1
31236,0.04
31235,0.02
30741,0.02
30538,0.14
31746,0.03
31564,0.08
30076,0.07
30794,0.11
30436,0.15
31705,0.01
31532,0.04
31212,0.04
30390,0.09
30116,0.06
30248,0.16
30516,0.07
30086,0.02
31238,0.0
30866,0.06
30252,0.06
30957,0.1
31712,0.12
31715,0.01
31531,0.09
30746,0.01
31765,0.06
30057,0.16
30799,0.03
30187,0.13
31199,0.03
31826,0.04
31788,0.0
31577,0.04
30661,0.1
30759,0.03
30129,0.05
31415,0.04
30107,0.02
31159,0.04
31865,0.04
30000,0.17
30952,0.31
30209,0.05
30587,0.07
31029,0.17
31562,0.02
30904,0.03
31766,0.12
31403,0.14
31087,0.02
31871,0.05
31648,0.04
31189,0.11
31887,0.05
30319,0.33
31487,0.23
30282,0.01
30384,0.03
30863,0.07
30922,0.02
30276,0.03
31635,0.02
31202,0.02
31875,0.07
31999,0.02
31091,0.15
31331,0.1
31802,0.0
31262,0.03
31060,0.04
31243,0.04
31701,0.0
30771,0.02
30605,0.05
30460,0.01
31628,0.0
30455,0.03
31735,0.07
30340,0.01
30179,0.05
31391,0.03
30421,0.05
30525,0.15
31669,0.2
31934,0.02
31200,0.01
30926,0.21
31283,0.04
30907,0.04
30432,0.01
30511,0.0
30211,0.03
30655,0.07
31147,0.0
30816,0.03
31341,0.04
31587,0.05
31863,0.06
30037,0.0
30616,0.02
30836,0.02
30031,0.06
31311,0.02
31304,0.03
30167,0.03
30274,0.04
30093,0.29
30988,0.03
30388,0.03
30856,0.06
31075,0.0
30561,0.06
31142,0.13
30430,0.03
31605,0.02
31377,0.03
31956,0.02
30586,0.13
30595,0.08
30733,0.03
31063,0.13
30747,0.24
31629,0.02
31699,0.03
31633,0.13
31740,0.02
30186,0.02
30843,0.03
31327,0.1
31416,0.02
31111,0.03
31638,0.04
31857,0.04
31003,0.09
31504,0.11
31492,0.01
30510,0.02
30735,0.02
30996,0.04
31328,0.01
31157,0.09
31671,0.04
31913,0.05
30667,0.16
30241,0.0
31731,0.01
30014,0.04
30724,0.24
30218,0.16
31175,0.03
31829,0.14
30298,0.05
30121,0.08
30150,0.02
30684,0.05
31841,0.04
31614,0.06
30748,0.05
30849,0.01
31349,0.02
31510,0.08
31488,0.03
31727,0.05
30950,0.12
30810,0.03
31285,0.06
31234,0.08
30688,0.14
30124,0.1
31399,0.18
30533,0.03
30151,0.1
30376,0.19
30095,0.22
31338,0.12
31843,0.04
30132,0.31
30766,0.04
31556,0.08
31545,0.07
31709,0.11
30884,0.14
31586,0.01
30006,0.02
31790,0.04
31423,0.02
31915,0.09
31301,0.32
30333,0.32
31483,0.09
31748,0.01
30678,0.15
30859,0.06
31600,0.02
31422,0.05
31015,0.05
31830,0.07
31883,0.14
30633,0.06
31529,0.0
31330,0.1
31495,0.05
30300,0.02
30860,0.05
30001,0.28
31180,0.11
30982,0.01
31707,0.05
31250,0.17
30925,0.1
31547,0.01
31507,0.0
30779,0.04
31350,0.07
31722,0.15
31464,0.02
30528,0.07
31314,0.04
30338,0.04
31173,0.21
31733,0.01
30507,0.01
30473,0.08
31440,0.0
31992,0.09
30876,0.28
30515,0.06
30414,0.06
31355,0.03
30716,0.0
30267,0.08
30162,0.16
30463,0.04
31185,0.16
30070,0.02
31819,0.0
30713,0.0
30368,0.05
31607,0.01
30707,0.07
31807,0.01
30134,0.0
30615,0.11
30778,0.0
31359,0.02
31805,0.25
30568,0.13
31891,0.0
30407,0.06
31760,0.05
30991,0.11
30777,0.08
31888,0.23
30700,0.21
30535,0.25
30858,0.03
31164,0.08
30509,0.07
30360,0.07
31987,0.01
30929,0.01
30743,0.02
31018,0.16
31421,0.02
30978,0.02
30631,0.1
30066,0.06
31187,0.21
30217,0.12
31799,0.16
31418,0.16
30354,0.01
31821,0.06
31036,0.08
30530,0.07
30367,0.37
31627,0.04
31469,0.0
30036,0.03
31661,0.03
31223,0.02
31224,0.02
30878,0.01
31428,0.08
30941,0.09
31197,0.06
31210,0.13
30691,0.02
30005,0.03
30064,0.07
31381,0.05
30660,0.03
30170,0.03
31988,0.22
31947,0.19
31739,0.02
30100,0.02
31072,0.08
30830,0.01
31519,0.07
30968,0.06
31903,0.02
30416,0.01
30656,0.17
30772,0.04
31794,0.07
30411,0.01
31574,0.03
30617,0.07
31131,0.07
30582,0.06
31420,0.05
30330,0.21
31750,0.13
31500,0.07
30493,0.36
30784,0.03
31457,0.08
30115,0.08
30492,0.0
30620,0.1
31373,0.02
30919,0.05
30236,0.24
31957,0.15
31845,0.11
30653,0.05
30272,0.0
31714,0.21
30409,0.15
30247,0.01
30351,0.07
30303,0.01
31043,0.03
30872,0.03
31352,0.05
31449,0.01
30698,0.01
31654,0.06
30289,0.07
30648,0.01
31269,0.04
30279,0.04
30105,0.03
31717,0.05
30108,0.01
31631,0.02
30585,0.05
31911,0.0
30870,0.17
31114,0.03
31550,0.24
30773,0.05
30101,0.04
31076,0.05
30173,0.08
31622,0.01
31112,0.05
30228,0.06
30207,0.12
31322,0.11
31890,0.07
30760,0.03
31906,0.03
31896,0.06
30895,0.27
31135,0.2
30838,0.02
31042,0.22
30896,0.01
30220,0.02
31552,0.02
30018,0.09
31584,0.05
31120,0.11
30332,0.08
31860,0.06
30529,0.02
31128,0.03
31368,0.0
31662,0.1
30428,0.12
31868,0.14
30638,0.12
30136,0.0
31340,0.02
31649,0.06
31582,0.04
31741,0.5
31319,0.22
31217,0.01
31481,0.02
30205,0.06
30948,0.01
30547,0.11
30434,0.03
31012,0.1
31898,0.17
30466,0.0
31062,0.14
30483,0.06
30628,0.04
30989,0.11
31266,0.13
30159,0.06
30273,0.09
30233,0.01
30336,0.03
31549,0.08
30503,0.05
30815,0.0
31138,0.14
31724,0.12
31082,0.02
31725,0.02
30262,0.06
31696,0.02
31065,0.05
30597,0.09
31755,0.09
31383,0.19
31336,0.02
30012,0.05
30570,0.01
30254,0.02
31515,0.03
31729,0.03
30238,0.0
31681,0.06
31054,0.01
31490,0.1
30776,0.05
30965,0.0
31897,0.01
31229,0.02
30550,0.09
30697,0.01
30845,0.06
30867,0.1
30818,0.04
30780,0.1
31503,0.02
30379,0.0
31193,0.04
30141,0.07
30657,0.03
30024,0.01
31881,0.03
31833,0.03
30341,0.14
30484,0.19
31390,0.04
31386,0.04
31683,0.04
30806,0.17
30630,0.03
31634,0.13
30329,0.02
30055,0.19
31139,0.07
30959,0.09
30441,0.12
31176,0.02
31666,0.06
31623,0.02
30873,0.34
30321,0.07
31031,0.1
30404,0.03
31255,0.06
31424,0.02
31884,0.09
30966,0.08
31374,0.0
31259,0.03
31636,0.1
30890,0.01
30506,0.02
31035,0.16
30824,0.06
31882,0.01
30923,0.01
31522,0.04
31473,0.01
30237,0.12
31166,0.02
31816,0.05
30439,0.37
30022,0.03
30122,0.03
31933,0.07
30560,0.04
30291,0.02
31745,0.1
30536,0.01
31849,0.07
31501,0.01
30848,0.08
30796,0.08
31991,0.03
31560,0.04
31966,0.08
31880,0.01
31358,0.36
30370,0.07
31345,0.19
30490,0.2
31573,0.14
30831,0.0
31964,0.06
30486,0.02
31576,0.04
30767,0.02
31225,0.03
31104,0.24
31776,0.0
30061,0.02
30683,0.03
30482,0.03
31220,0.06
30946,0.03
31521,0.03
30118,0.08
30429,0.01
30913,0.02
31853,0.1
30137,0.13
31445,0.03
31641,0.0
30352,0.06
31167,0.01
30513,0.1
31265,0.05
30508,0.14
31462,0.14
30629,0.04
31044,0.18
31710,0.0
30624,0.06
30312,0.07
30504,0.05
31205,0.2
31484,0.0
31563,0.0
31102,0.15
30197,0.05
31520,0.16
31184,0.05
30719,0.14
31575,0.13
31721,0.01
30058,0.08
30975,0.07
30268,0.02
30930,0.15
31606,0.05
30744,0.23
31626,0.02
31195,0.08
31382,0.11
31245,0.07
31916,0.06
31485,0.03
30010,0.14
31092,0.29
30011,0.09
31058,0.07
30789,0.01
30043,0.12
31548,0.17
31518,0.15
31334,0.01
30557,0.06
30496,0.01
30175,0.02
30583,0.01
30524,0.12
30814,0.04
30178,0.04
