device_os,amt,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
,0.41593346026655975,F,Test City,Teacher,Apparel,Middle Age,0.2222222222222222,1.0,0.005259334908478215,0.0,0.3568958678922094,0.5000000000000001,0.0
Windows,0.6099007916624912,F,Test City,Doctor,Apparel,Middle Age,0.0,1.0,0.0034665580150544193,1.0,0.3568958678922095,1.0,0.5
Windows,0.05780138290409861,F,Houston,Lawyer,Travel,Adult,0.0,0.97,0.0,0.9009688679024191,0.8019377358048384,1.0,0.5
,0.393165647860507,M,Test City,Doctor,Electronics,Adult,0.0,1.0,0.004883842760007237,0.5,1.0,1.0,0.5
,0.7561479106122858,M,Test City,Clerk,Groceries,Adult,0.0,1.0,0.0034328362235437793,1.0,0.3568958678922095,0.0,0.4999999999999999
,0.875398336506664,F,Test City,Clerk,Travel,Middle Age,0.1111111111111111,1.0,0.0028026602446886914,1.0,0.3568958678922095,1.0,0.5
other,0.08151117346427497,M,Test City,Lawyer,Electronics,Middle Age,0.0,1.0,0.009187164879158802,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.3793165647860507,F,Test City,Lawyer,Groceries,Middle Age,0.2222222222222222,1.0,0.009935367128301132,1.0,0.3568958678922095,1.0,0.5
X11,0.6742358953802987,F,Test City,Lawyer,Travel,Adult,0.2222222222222222,1.0,0.00817003134271912,1.0,0.3568958678922095,0.0,0.4999999999999999
,0.9619200320673414,M,Test City,Doctor,Groceries,Middle Age,0.0,1.0,0.013603876522264897,0.0990311320975808,0.8019377358048383,0.5,1.0
,0.3456258142098406,F,Houston,Lawyer,Apparel,Adult,0.0,1.0,0.0030186483193143415,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
macOS,0.2679226375388315,F,Test City,Lawyer,Travel,Young Adult,0.0,1.0,0.034678520888036406,1.0,0.3568958678922095,0.0,0.4999999999999999
,0.7716204028459765,F,Test City,Lawyer,Electronics,Adult,0.0,1.0,0.0017870020366275983,0.0,0.3568958678922094,0.5000000000000001,0.0
macOS,0.9739252430103217,M,Test City,Engineer,Entertainment,Adult,0.0,1.0,0.009524382794265205,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.8780438921735645,M,Test City,Clerk,Entertainment,Middle Age,0.1111111111111111,1.0,0.002060190700103172,0.9009688679024191,0.8019377358048384,0.5,1.0
Windows,0.19220362761799778,M,Test City,Doctor,Apparel,Young Adult,0.0,1.0,0.006693607005904517,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
,0.32692654574606667,F,New York,Doctor,Entertainment,Adult,0.0,1.0,0.21275133061974077,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
Windows,0.3241006112836957,F,Test City,Engineer,Groceries,Middle Age,0.0,1.0,0.007412639905390142,0.0,0.3568958678922094,0.5000000000000001,0.0
Windows,0.07451648461769717,F,New York,Teacher,Electronics,Adult,0.0,1.0,0.09348970465274732,1.0,0.3568958678922095,1.0,0.5
,0.2953402144503457,F,Test City,Teacher,Electronics,Middle Age,0.1111111111111111,1.0,0.0013039795254770664,1.0,0.3568958678922095,0.0,0.4999999999999999
,0.1098506864415272,F,Test City,Clerk,Groceries,Middle Age,0.3333333333333333,1.0,0.00018492187419647294,0.27747906604368566,0.0,1.0,0.5
Linux,0.4965427397534823,F,Test City,Doctor,,Middle Age,0.3333333333333333,1.0,0.006544219469512382,0.27747906604368566,0.0,0.5,1.0
other,0.13718809499949894,F,Test City,Teacher,Travel,Middle Age,0.0,1.0,0.0008913091018656076,0.5,1.0,0.0,0.4999999999999999
other,0.11307746267161037,M,Houston,Clerk,Electronics,Adult,0.0,1.0,0.02245087282956012,0.5,1.0,0.5,1.0
macOS,0.2797073855095701,F,Test City,Engineer,Groceries,Middle Age,0.0,1.0,0.010926745646474565,1.0,0.3568958678922095,1.0,0.5
Windows,0.1153823028359555,F,Test City,Teacher,Electronics,Middle Age,0.1111111111111111,1.0,0.005662984752860578,0.0990311320975808,0.8019377358048383,0.5,1.0
Windows,0.5270467982763805,M,Test City,Doctor,Apparel,Adult,0.1111111111111111,1.0,0.003054351266076232,0.27747906604368566,0.0,0.5000000000000001,0.0
,0.28103016334302033,F,New York,Engineer,Electronics,Adult,0.0,1.0,0.05616094601765032,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.905441426996693,F,Los Angeles,Artist,Groceries,Middle Age,0.0,1.0,0.008582364548415471,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.1428199218358553,M,New York,Doctor,Apparel,Middle Age,0.0,1.0,0.012276586808406102,0.0,0.3568958678922094,0.0,0.4999999999999999
Linux,0.10544142699669305,F,Phoenix,Clerk,Electronics,Middle Age,0.0,1.0,0.075962466297177,0.0990311320975808,0.8019377358048383,0.5,1.0
,0.9986772221665499,F,New York,Doctor,Electronics,Young Adult,0.0,1.0,0.0015240142150839933,0.7225209339563144,5.551115123125783e-17,0.5,1.0
other,0.8317867521795772,F,Test City,Teacher,Travel,Middle Age,0.0,1.0,0.0015788964307675603,0.0,0.3568958678922094,1.0,0.5
Windows,0.8958613087483716,F,Chicago,Artist,Travel,Middle Age,0.0,1.0,0.08933391537145481,0.5,1.0,0.5,1.0
,0.6604870227477703,M,New York,Lawyer,Groceries,Middle Age,0.0,1.0,0.04598383579645729,1.0,0.3568958678922095,1.0,0.5
macOS,0.3457059825633831,F,Test City,Engineer,Electronics,Adult,0.1111111111111111,1.0,0.0018646886138202355,1.0,0.3568958678922095,1.0,0.5
,0.22833951297725222,F,Test City,Doctor,Electronics,Adult,0.1111111111111111,1.0,0.0020870838288329072,0.0,0.3568958678922094,0.5000000000000001,0.0
,0.8254534522497244,M,Test City,Lawyer,Apparel,Young Adult,0.2222222222222222,1.0,0.002360820471420529,0.27747906604368566,0.0,0.5,1.0
,0.33019340615292114,F,Test City,Doctor,Groceries,Adult,0.0,1.0,0.0010326455605345782,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.8996893476300231,M,Test City,Teacher,Electronics,Young Adult,0.0,1.0,0.0011313239529425888,0.5,1.0,0.5,1.0
,0.22823930253532418,M,Test City,Doctor,Apparel,Adult,0.0,1.0,0.00891098340668666,0.5,1.0,1.0,0.5
,0.8442529311554264,F,Chicago,Artist,Travel,Adult,0.0,1.0,0.3118555871022915,0.7225209339563144,5.551115123125783e-17,0.0,0.4999999999999999
,0.5775929451848882,M,Test City,Clerk,Electronics,Middle Age,0.3333333333333333,1.0,0.012942465734023079,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.18200220462972239,M,Test City,Lawyer,Travel,Adult,0.2222222222222222,1.0,0.00045001730770949285,0.5,1.0,0.5,1.0
macOS,0.16362360958011823,F,Test City,Lawyer,Travel,Young Adult,0.1111111111111111,1.0,0.0023704311820010615,0.0,0.3568958678922094,0.5000000000000001,0.0
,0.6964425293115543,M,Test City,Engineer,Apparel,Middle Age,0.1111111111111111,1.0,0.009993326457460044,0.7225209339563144,5.551115123125783e-17,0.5,1.0
Linux,0.5062831947088887,M,Test City,Lawyer,Travel,Young Adult,0.0,1.0,0.007585801304797279,0.0990311320975808,0.8019377358048383,0.5,1.0
macOS,0.07287303337007717,M,New York,Artist,Electronics,Middle Age,0.0,1.0,0.021580681999628048,0.7225209339563144,5.551115123125783e-17,0.5000000000000001,0.0
,0.009099108127066838,M,Test City,Engineer,Travel,Adult,0.1111111111111111,1.0,0.003266208421241829,1.0,0.3568958678922095,0.5,1.0
,0.8803086481611384,F,New York,Lawyer,Groceries,Young Adult,0.0,1.0,0.1861325708161837,0.0990311320975808,0.8019377358048383,0.5,1.0
,0.8829542038280389,F,Test City,Clerk,Travel,Young Adult,0.0,1.0,0.0008322959667219873,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
other,0.8614690850786653,F,Houston,Engineer,Apparel,Young Adult,0.0,1.0,0.12466069554904388,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
,0.25283094498446734,F,New York,Clerk,Groceries,Adult,0.0,1.0,0.0006260450593950345,0.5,1.0,1.0,0.5
Windows,0.8870427898587033,F,Test City,Doctor,Travel,Middle Age,0.0,1.0,0.0052451296038043575,1.0,0.3568958678922095,0.5000000000000001,0.0
,0.10742559374686841,F,Los Angeles,Clerk,Travel,Middle Age,0.0,1.0,0.0010697395311962822,0.5,1.0,0.5000000000000001,0.0
,0.46435514580619297,M,New York,Engineer,Travel,Young Adult,0.0,1.0,0.1404358760744395,0.5,1.0,1.0,0.5
,0.9005912416073755,M,Test City,Teacher,Apparel,Middle Age,0.0,1.0,0.007853720938349315,1.0,0.3568958678922095,1.0,0.5
,0.7200721515181883,M,Test City,Teacher,Apparel,Adult,0.1111111111111111,1.0,0.002228420287501878,0.27747906604368566,0.0,1.0,0.5
,0.11097304339112135,M,Houston,Artist,Electronics,Adult,0.0,1.0,0.01711772934991299,0.27747906604368566,0.0,1.0,0.5
other,0.36023649664295015,M,Test City,Clerk,Electronics,Adult,0.1111111111111111,1.0,0.002882370129371967,0.5,1.0,1.0,0.5
,0.4501052209640244,F,Chicago,Clerk,Groceries,Middle Age,0.0,0.83,0.0,0.0990311320975808,0.8019377358048383,0.5,1.0
,0.43765908407656073,M,Test City,Lawyer,Entertainment,Middle Age,0.0,1.0,0.00474587848048933,0.27747906604368566,0.0,0.5,1.0
other,0.22839963924240905,M,Los Angeles,Engineer,Groceries,Adult,0.0,1.0,0.06430421068835787,0.27747906604368566,0.0,0.5,1.0
,0.9037178073955306,M,Test City,Clerk,Apparel,Middle Age,0.1111111111111111,1.0,0.0006809694273179896,0.0990311320975808,0.8019377358048383,0.5,1.0
Windows,0.6759194308046899,F,Test City,Lawyer,Apparel,Adult,0.4444444444444445,1.0,0.00764902966387973,0.27747906604368566,0.0,0.0,0.4999999999999999
macOS,0.8425092694658783,M,Test City,Engineer,Groceries,Young Adult,0.2222222222222222,1.0,0.0018836992737843589,0.0,0.3568958678922094,1.0,0.5
other,0.49808598055917425,M,Test City,Lawyer,Electronics,Middle Age,0.3333333333333333,1.0,0.018405353806507395,0.27747906604368566,0.0,1.0,0.5
,0.8899889768513879,F,Test City,Teacher,Groceries,Middle Age,0.0,1.0,0.0004968484456698944,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.9506563783946288,M,Phoenix,Clerk,Electronics,Adult,0.0,1.0,0.04312355344052479,0.27747906604368566,0.0,1.0,0.5
other,0.9053412165547651,F,Test City,Lawyer,Electronics,Middle Age,0.3333333333333333,1.0,0.01435296396843438,0.27747906604368566,0.0,0.0,0.4999999999999999
X11,0.8780238500851789,F,New York,Artist,Apparel,Adult,0.1111111111111111,1.0,0.03221763100030805,0.9009688679024191,0.8019377358048384,0.5,1.0
,0.41451047199118146,M,Test City,Engineer,Entertainment,Young Adult,0.0,1.0,0.008706502893414016,0.5,1.0,0.0,0.4999999999999999
macOS,0.21040184387213146,M,Test City,Engineer,Groceries,Adult,0.2222222222222222,1.0,0.012323122880690785,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.3201122356949594,F,Test City,Lawyer,Apparel,Young Adult,0.0,1.0,0.002973756184365802,0.27747906604368566,0.0,0.5,1.0
,0.34364164745966524,F,Test City,Clerk,Travel,Adult,0.0,1.0,0.01894709438712583,0.5,1.0,0.5,1.0
,0.23144603667702174,M,Test City,Doctor,Groceries,Adult,0.1111111111111111,1.0,0.005214021251135792,0.7225209339563144,5.551115123125783e-17,0.5,1.0
Windows,0.48860607275278084,M,Los Angeles,Clerk,Electronics,Adult,0.0,1.0,0.11974743052594361,0.9009688679024191,0.8019377358048384,0.5,1.0
Windows,0.5894378194207837,F,Test City,Clerk,Electronics,Young Adult,0.1111111111111111,1.0,0.0009288245949211947,0.9009688679024191,0.8019377358048384,0.0,0.4999999999999999
,0.947609980960016,F,Chicago,Clerk,Groceries,Adult,0.0,1.0,0.09735409550314852,0.7225209339563144,5.551115123125783e-17,1.0,0.5
,0.8492634532518288,F,Phoenix,Lawyer,Electronics,Adult,0.0,1.0,0.15911547235040718,0.7225209339563144,5.551115123125783e-17,1.0,0.5
,0.7978955807195109,M,Test City,Clerk,Apparel,Adult,0.3333333333333333,1.0,0.018084786025959372,1.0,0.3568958678922095,0.5000000000000001,0.0
,0.07898587032768814,F,Test City,Engineer,Electronics,Adult,0.4444444444444445,1.0,0.006573135905732755,0.5,1.0,0.5,1.0
,0.15552660587233189,F,Test City,Clerk,Apparel,Young Adult,0.1111111111111111,1.0,0.013374610492231933,0.9009688679024191,0.8019377358048384,0.5,1.0
macOS,0.4801883956308247,F,Test City,Engineer,Entertainment,Adult,0.3333333333333333,1.0,0.0029437437899213323,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
,0.2861208537929652,M,Houston,Doctor,Electronics,Middle Age,0.0,1.0,0.09625248887897468,0.5,1.0,1.0,0.5
,0.7093295921435013,M,Los Angeles,Teacher,Groceries,Adult,0.0,1.0,0.06279600356304449,0.27747906604368566,0.0,0.5,1.0
Windows,0.8208036877442629,F,Test City,Engineer,Groceries,Adult,0.0,1.0,0.0018544034674094904,0.5,1.0,0.0,0.4999999999999999
Windows,0.5253231786752179,F,Houston,Artist,Entertainment,Adult,0.0,0.95,0.0,0.27747906604368566,0.0,0.5000000000000001,0.0
,0.4514680829742459,F,Test City,Clerk,Groceries,Adult,0.1111111111111111,1.0,0.0007141010874771935,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
macOS,0.39224371179476897,F,Houston,Teacher,Travel,Young Adult,0.0,0.42,0.0,1.0,0.3568958678922095,0.5,1.0
,0.3118548952800882,F,Houston,Artist,Travel,Middle Age,0.0,1.0,0.0034054794201807724,0.27747906604368566,0.0,1.0,0.5
,0.6131676520693456,M,Test City,Clerk,Entertainment,Adult,0.1111111111111111,1.0,0.002597210229910116,1.0,0.3568958678922095,0.5,1.0
,0.5102314861208538,M,Test City,Lawyer,Apparel,Young Adult,0.0,1.0,0.00295520919903495,0.27747906604368566,0.0,0.0,0.4999999999999999
,0.6364766008618098,F,Test City,Lawyer,Apparel,Adult,0.0,1.0,0.00041102648627531514,0.7225209339563144,5.551115123125783e-17,0.0,0.4999999999999999
macOS,0.5841667501753683,M,Test City,Teacher,Apparel,Adult,0.0,1.0,0.007422503529407004,0.0990311320975808,0.8019377358048383,0.5,1.0
,0.03222767812406053,F,Test City,Engineer,Travel,Adult,0.2222222222222222,1.0,0.0037807186552154207,0.7225209339563144,5.551115123125783e-17,0.5000000000000001,0.0
other,0.3350035073654674,M,Phoenix,Doctor,Groceries,Middle Age,0.0,0.91,0.0,0.9009688679024191,0.8019377358048384,0.5,1.0
Windows,0.3754684838160136,F,Houston,Lawyer,Groceries,Adult,0.0,1.0,0.0011070021108155396,1.0,0.3568958678922095,0.0,0.4999999999999999
,0.0969435815211945,M,Phoenix,Doctor,Groceries,Young Adult,0.0,1.0,0.07554402101676934,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
,0.266098807495741,M,Test City,Teacher,Apparel,Middle Age,0.1111111111111111,1.0,0.008022287743663127,0.0,0.3568958678922094,1.0,0.5
,0.47377492734742954,M,Phoenix,Doctor,Travel,Young Adult,0.0,1.0,0.26387137463342303,0.27747906604368566,0.0,1.0,0.5
,0.9913217757290309,M,Test City,Clerk,Electronics,Middle Age,0.2222222222222222,1.0,0.0004495114808368332,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
,0.7212345926445536,F,Test City,Lawyer,Travel,Middle Age,0.0,1.0,0.008593239826177653,0.7225209339563144,5.551115123125783e-17,1.0,0.5
,0.3922236697063834,M,Test City,Engineer,Groceries,Adult,0.1111111111111111,1.0,0.0008292188532466414,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.059585128770417876,M,Test City,Doctor,Travel,Middle Age,0.1111111111111111,1.0,0.006337547039791546,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.21114340114239902,F,Test City,Clerk,Travel,Young Adult,0.0,1.0,0.0004975650337394954,1.0,0.3568958678922095,1.0,0.5
,0.47227177071850884,M,Test City,Doctor,Travel,Adult,0.0,1.0,0.0001984948952795056,0.5,1.0,1.0,0.5
,0.8152720713498347,F,Test City,Doctor,Electronics,Middle Age,0.1111111111111111,1.0,6.364988147633329e-05,0.0,0.3568958678922094,1.0,0.5
,0.9870928950796672,F,Test City,Doctor,Entertainment,Middle Age,0.3333333333333333,1.0,0.003789570625486964,1.0,0.3568958678922095,1.0,0.5
,0.30568193205732036,F,Test City,Lawyer,Electronics,Young Adult,0.2222222222222222,1.0,0.0027465134618234756,0.7225209339563144,5.551115123125783e-17,0.5,1.0
,0.20082172562380998,F,Test City,Lawyer,Electronics,Middle Age,0.1111111111111111,1.0,0.01530248531289523,1.0,0.3568958678922095,1.0,0.5
X11,0.30848782443130573,F,Test City,Clerk,Groceries,Middle Age,0.0,1.0,0.0059952708559585476,0.0,0.3568958678922094,0.5,1.0
,0.6768012826936567,M,Test City,Doctor,Entertainment,Adult,0.1111111111111111,1.0,0.004450011912222851,0.9009688679024191,0.8019377358048384,0.5000000000000001,0.0
,0.5727828439723419,M,Los Angeles,Teacher,Entertainment,Adult,0.0,0.13999999999999999,0.0,0.5,1.0,1.0,0.5
,0.12967231185489525,M,Test City,Lawyer,Entertainment,Young Adult,0.1111111111111111,1.0,0.00023942471972554508,1.0,0.3568958678922095,0.5,1.0
,0.5050205431405953,M,Test City,Engineer,Entertainment,Adult,0.0,1.0,0.00025152241242998725,1.0,0.3568958678922095,1.0,0.5
,0.7191301733640645,M,Test City,Doctor,Electronics,Middle Age,0.0,1.0,0.011666433143260456,0.27747906604368566,0.0,0.0,0.4999999999999999
,0.4624711894979457,M,Houston,Teacher,Entertainment,Adult,0.0,1.0,0.1825204189662821,0.9009688679024191,0.8019377358048384,0.5,1.0
other,0.27912616494638737,F,Test City,Doctor,Electronics,Middle Age,0.0,1.0,0.01170601409604607,1.0,0.3568958678922095,0.5000000000000001,0.0
other,0.7617997795370278,F,Test City,Lawyer,Entertainment,Middle Age,0.3333333333333333,1.0,0.004429188705965031,0.7225209339563144,5.551115123125783e-17,0.5000000000000001,0.0
other,0.2551959114139693,F,Test City,Teacher,Entertainment,Adult,0.0,1.0,0.0012684873399121178,0.9009688679024191,0.8019377358048384,1.0,0.5
macOS,0.7878945786150917,M,Test City,Clerk,Travel,Middle Age,0.0,1.0,0.003250569940428769,0.0,0.3568958678922094,0.0,0.4999999999999999
macOS,0.24230884858202223,F,Test City,Doctor,Electronics,Middle Age,0.1111111111111111,1.0,0.004449126715195697,0.0990311320975808,0.8019377358048383,1.0,0.5
,0.18260346728129068,M,Chicago,Doctor,Electronics,Adult,0.0,1.0,0.12042772551743139,1.0,0.3568958678922095,0.5000000000000001,0.0
,0.5538831546247119,F,Test City,Lawyer,Entertainment,Middle Age,0.0,1.0,0.005133763387340468,0.9009688679024191,0.8019377358048384,1.0,0.5
,0.4373784948391622,F,Test City,Engineer,Apparel,Adult,0.2222222222222222,1.0,0.00262439842431557,0.9009688679024191,0.8019377358048384,0.5,1.0
,0.08253331997194108,F,Houston,Teacher,Electronics,Middle Age,0.0,1.0,0.04811100640494847,0.0990311320975808,0.8019377358048383,0.5,1.0
other,0.41932057320372784,M,Test City,Clerk,Travel,Middle Age,0.1111111111111111,1.0,0.01395024147331856,0.0990311320975808,0.8019377358048383,0.5,1.0
Windows,0.5383906203026355,F,Test City,Doctor,Travel,Middle Age,0.0,1.0,0.00040782291608180434,0.27747906604368566,0.0,0.5,1.0
macOS,0.19432808898687243,F,Test City,Lawyer,Apparel,Adult,0.1111111111111111,1.0,0.0018774185901155023,0.0990311320975808,0.8019377358048383,0.5,1.0
Linux,0.23216755185890367,F,Test City,Lawyer,Apparel,Young Adult,0.0,1.0,0.0012125513182438433,0.0,0.3568958678922094,0.5000000000000001,0.0
,0.3754083575508568,M,Test City,Doctor,Travel,Adult,0.0,1.0,0.0013416214752508184,0.9009688679024191,0.8019377358048384,0.5,1.0
,0.42234692854995487,F,Test City,Clerk,Groceries,Middle Age,0.2222222222222222,1.0,0.01887615216823532,0.5,1.0,0.5,1.0
other,0.4593045395330193,M,Phoenix,Clerk,,Young Adult,0.0,1.0,0.25549880178044315,0.5,1.0,0.5000000000000001,0.0
other,0.6799879747469687,M,Test City,Engineer,Electronics,Middle Age,0.2222222222222222,1.0,0.017994706690386573,1.0,0.3568958678922095,0.5,1.0
X11,0.11985168854594648,F,Test City,Teacher,Entertainment,Adult,0.0,1.0,0.00393423711106761,0.0990311320975808,0.8019377358048383,0.5000000000000001,0.0
X11,0.2608277382503257,M,Phoenix,Artist,Electronics,Adult,0.0,0.81,0.0,0.0,0.3568958678922094,1.0,0.5
,0.9144603667702175,M,Test City,Lawyer,Entertainment,Middle Age,0.1111111111111111,1.0,0.009381318093781314,0.0,0.3568958678922094,1.0,0.5
macOS,0.9370478003807997,M,Test City,Lawyer,Groceries,Young Adult,0.1111111111111111,1.0,0.00010415818352848977,1.0,0.3568958678922095,0.5,1.0
,0.225834251929051,M,Test City,Engineer,Groceries,Young Adult,0.0,1.0,0.04232717118176164,0.27747906604368566,0.0,0.0,0.4999999999999999
,,F,Los Angeles,Teacher,Apparel,Adult,0.1111111111111111,1.0,0.17754333545274792,0.5,1.0,0.5,1.0
,0.18075959514981457,F,Test City,Doctor,Apparel,Young Adult,0.3333333333333333,1.0,0.002084765455666551,0.27747906604368566,0.0,0.5,1.0
other,0.38196212045295114,M,Test City,Teacher,Apparel,Middle Age,0.0,1.0,0.006922493665782987,0.5,1.0,0.5,1.0
Windows,0.005210942980258542,F,Test City,Teacher,Entertainment,Young Adult,0.0,1.0,0.009793735603956443,0.0990311320975808,0.8019377358048383,0.0,0.4999999999999999
