device_os,amt,gender,city,job,category,age_category,transactions_count,unique_merchants_count,time_since_last,day_of_week_sin,day_of_week_cos,period_of_day_sin,period_of_day_cos
macOS,0.797895580719511,M,Test City,Clerk,Apparel,Adult,0.333333333333333,1,0.0180847860259594,1,0.35689586789221,0.5,0
Windows,0.0789858703276881,F,Test City,Engineer,Electronics,Adult,0.444444444444444,1,0.00657313590573276,0.5,1,0.5,1
macOS,0.155526605872332,F,Test City,Clerk,Apparel,Young Adult,0.111111111111111,1,0.0133746104922319,0.900968867902419,0.801937735804838,0.5,1
macOS,0.480188395630825,F,Test City,Engineer,Entertainment,Adult,0.333333333333333,1,0.00294374378992133,0.0990311320975808,0.801937735804838,0,0.5
other,0.286120853792965,M,Houston,Doctor,Electronics,Middle Age,0,1,0.0962524888789747,0.5,1,1,0.5
other,0.709329592143501,M,Los Angeles,Teacher,Groceries,Adult,0,1,0.0627960035630445,0.277479066043686,0,0.5,1
Windows,0.820803687744263,F,Test City,Engineer,Groceries,Adult,0,1,0.00185440346740949,0.5,1,0,0.5
Windows,0.525323178675218,F,Houston,Artist,Entertainment,Adult,0,0.95,0,0.277479066043686,0,0.5,0
other,0.451468082974246,F,Test City,Clerk,Groceries,Adult,0.111111111111111,1,0.000714101087477194,0.900968867902419,0.801937735804838,0.5,0
macOS,0.392243711794769,F,Houston,Teacher,Travel,Young Adult,0,0.42,0,1,0.35689586789221,0.5,1
macOS,0.311854895280088,F,Houston,Artist,Travel,Middle Age,0,1,0.00340547942018077,0.277479066043686,0,1,0.5
Windows,0.613167652069346,M,Test City,Clerk,Entertainment,Adult,0.111111111111111,1,0.00259721022991012,1,0.35689586789221,0.5,1
other,0.510231486120854,M,Test City,Lawyer,Apparel,Young Adult,0,1,0.00295520919903495,0.277479066043686,0,0,0.5
Windows,0.63647660086181,F,Test City,Lawyer,Apparel,Adult,0,1,0.000411026486275315,0.722520933956314,5.55111512312578e-17,0,0.5
macOS,0.584166750175368,M,Test City,Teacher,Apparel,Adult,0,1,0.007422503529407,0.0990311320975808,0.801937735804838,0.5,1
other,0.0322276781240605,F,Test City,Engineer,Travel,Adult,0.222222222222222,1,0.00378071865521542,0.722520933956314,5.55111512312578e-17,0.5,0
other,0.335003507365467,M,Phoenix,Doctor,Groceries,Middle Age,0,0.91,0,0.900968867902419,0.801937735804838,0.5,1
Windows,0.375468483816014,F,Houston,Lawyer,Groceries,Adult,0,1,0.00110700211081554,1,0.35689586789221,0,0.5
other,0.0969435815211945,M,Phoenix,Doctor,Groceries,Young Adult,0,1,0.0755440210167693,0.900968867902419,0.801937735804838,0.5,0
Windows,0.266098807495741,M,Test City,Teacher,Apparel,Middle Age,0.111111111111111,1,0.00802228774366313,0,0.356895867892209,1,0.5
Windows,0.47377492734743,M,Phoenix,Doctor,Travel,Young Adult,0,1,0.263871374633423,0.277479066043686,0,1,0.5
other,0.991321775729031,M,Test City,Clerk,Electronics,Middle Age,0.222222222222222,1,0.000449511480836833,0.900968867902419,0.801937735804838,0.5,0
Linux,0.721234592644554,F,Test City,Lawyer,Travel,Middle Age,0,1,0.00859323982617765,0.722520933956314,5.55111512312578e-17,1,0.5
Windows,0.392223669706383,M,Test City,Engineer,Groceries,Adult,0.111111111111111,1,0.000829218853246641,0.722520933956314,5.55111512312578e-17,0.5,1
macOS,0.0595851287704179,M,Test City,Doctor,Travel,Middle Age,0.111111111111111,1,0.00633754703979155,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.211143401142399,F,Test City,Clerk,Travel,Young Adult,0,1,0.000497565033739495,1,0.35689586789221,1,0.5
Windows,0.472271770718509,M,Test City,Doctor,Travel,Adult,0,1,0.000198494895279506,0.5,1,1,0.5
Windows,0.815272071349835,F,Test City,Doctor,Electronics,Middle Age,0.111111111111111,1,6.36498814763333e-05,0,0.356895867892209,1,0.5
macOS,0.987092895079667,F,Test City,Doctor,Entertainment,Middle Age,0.333333333333333,1,0.00378957062548696,1,0.35689586789221,1,0.5
Linux,0.30568193205732,F,Test City,Lawyer,Electronics,Young Adult,0.222222222222222,1,0.00274651346182348,0.722520933956314,5.55111512312578e-17,0.5,1
X11,0.20082172562381,F,Test City,Lawyer,Electronics,Middle Age,0.111111111111111,1,0.0153024853128952,1,0.35689586789221,1,0.5
X11,0.308487824431306,F,Test City,Clerk,Groceries,Middle Age,0,1,0.00599527085595855,0,0.356895867892209,0.5,1
X11,0.676801282693657,M,Test City,Doctor,Entertainment,Adult,0.111111111111111,1,0.00445001191222285,0.900968867902419,0.801937735804838,0.5,0
macOS,0.572782843972342,M,Los Angeles,Teacher,Entertainment,Adult,0,0.14,0,0.5,1,1,0.5
macOS,0.129672311854895,M,Test City,Lawyer,Entertainment,Young Adult,0.111111111111111,1,0.000239424719725545,1,0.35689586789221,0.5,1
other,0.505020543140595,M,Test City,Engineer,Entertainment,Adult,0,1,0.000251522412429987,1,0.35689586789221,1,0.5
other,0.719130173364064,M,Test City,Doctor,Electronics,Middle Age,0,1,0.0116664331432605,0.277479066043686,0,0,0.5
X11,0.462471189497946,M,Houston,Teacher,Entertainment,Adult,0,1,0.182520418966282,0.900968867902419,0.801937735804838,0.5,1
other,0.279126164946387,F,Test City,Doctor,Electronics,Middle Age,0,1,0.0117060140960461,1,0.35689586789221,0.5,0
other,0.761799779537028,F,Test City,Lawyer,Entertainment,Middle Age,0.333333333333333,1,0.00442918870596503,0.722520933956314,5.55111512312578e-17,0.5,0
other,0.255195911413969,F,Test City,Teacher,Entertainment,Adult,0,1,0.00126848733991212,0.900968867902419,0.801937735804838,1,0.5
macOS,0.787894578615092,M,Test City,Clerk,Travel,Middle Age,0,1,0.00325056994042877,0,0.356895867892209,0,0.5
macOS,0.242308848582022,F,Test City,Doctor,Electronics,Middle Age,0.111111111111111,1,0.0044491267151957,0.0990311320975808,0.801937735804838,1,0.5
X11,0.182603467281291,M,Chicago,Doctor,Electronics,Adult,0,1,0.120427725517431,1,0.35689586789221,0.5,0
macOS,0.553883154624712,F,Test City,Lawyer,Entertainment,Middle Age,0,1,0.00513376338734047,0.900968867902419,0.801937735804838,1,0.5
Windows,0.437378494839162,F,Test City,Engineer,Apparel,Adult,0.222222222222222,1,0.00262439842431557,0.900968867902419,0.801937735804838,0.5,1
Windows,0.0825333199719411,F,Houston,Teacher,Electronics,Middle Age,0,1,0.0481110064049485,0.0990311320975808,0.801937735804838,0.5,1
other,0.419320573203728,M,Test City,Clerk,Travel,Middle Age,0.111111111111111,1,0.0139502414733186,0.0990311320975808,0.801937735804838,0.5,1
Windows,0.538390620302636,F,Test City,Doctor,Travel,Middle Age,0,1,0.000407822916081804,0.277479066043686,0,0.5,1
macOS,0.194328088986872,F,Test City,Lawyer,Apparel,Adult,0.111111111111111,1,0.0018774185901155,0.0990311320975808,0.801937735804838,0.5,1
Linux,0.232167551858904,F,Test City,Lawyer,Apparel,Young Adult,0,1,0.00121255131824384,0,0.356895867892209,0.5,0
macOS,0.375408357550857,M,Test City,Doctor,Travel,Adult,0,1,0.00134162147525082,0.900968867902419,0.801937735804838,0.5,1
other,0.422346928549955,F,Test City,Clerk,Groceries,Middle Age,0.222222222222222,1,0.0188761521682353,0.5,1,0.5,1
other,0.459304539533019,M,Phoenix,Clerk,Travel,Young Adult,0,1,0.255498801780443,0.5,1,0.5,0
other,0.679987974746969,M,Test City,Engineer,Electronics,Middle Age,0.222222222222222,1,0.0179947066903866,1,0.35689586789221,0.5,1
X11,0.119851688545946,F,Test City,Teacher,Entertainment,Adult,0,1,0.00393423711106761,0.0990311320975808,0.801937735804838,0.5,0
X11,0.260827738250326,M,Phoenix,Artist,Electronics,Adult,0,0.81,0,0,0.356895867892209,1,0.5
other,0.914460366770217,M,Test City,Lawyer,Entertainment,Middle Age,0.111111111111111,1,0.00938131809378131,0,0.356895867892209,1,0.5
macOS,0.9370478003808,M,Test City,Lawyer,Groceries,Young Adult,0.111111111111111,1,0.00010415818352849,1,0.35689586789221,0.5,1
macOS,0.225834251929051,M,Test City,Engineer,Groceries,Young Adult,0,1,0.0423271711817616,0.277479066043686,0,0,0.5
macOS,0.727167050806694,F,Los Angeles,Teacher,Apparel,Adult,0.111111111111111,1,0.177543335452748,0.5,1,0.5,1
macOS,0.180759595149815,F,Test City,Doctor,Apparel,Young Adult,0.333333333333333,1,0.00208476545566655,0.277479066043686,0,0.5,1
other,0.381962120452951,M,Test City,Teacher,Apparel,Middle Age,0,1,0.00692249366578299,0.5,1,0.5,1
Windows,0.00521094298025854,F,Test City,Teacher,Entertainment,Young Adult,0,1,0.00979373560395644,0.0990311320975808,0.801937735804838,0,0.5
Windows,0.817095901392925,M,Test City,Engineer,Groceries,Adult,0.111111111111111,1,0.00539805792830511,0.277479066043686,0,0.5,1
other,0.119711393927247,M,Chicago,Engineer,Groceries,Adult,0,1,0.031830294072569,0.722520933956314,5.55111512312578e-17,0.5,1
Windows,0.0881050205431406,M,Houston,Nurse,Travel,Young Adult,0,1,0.196916167457696,0.722520933956314,5.55111512312578e-17,1,0.5
other,0.565267060827738,M,Test City,Doctor,Entertainment,Adult,0.111111111111111,1,0.0163945655309673,0.900968867902419,0.801937735804838,1,0.5
macOS,0.414430303637639,F,Houston,Teacher,Travel,Young Adult,0,1,0.0135079380254171,0,0.356895867892209,1,0.5
Windows,0.496703076460567,F,Chicago,Artist,Entertainment,Adult,0,1,0.154325038952884,0.0990311320975808,0.801937735804838,0,0.5
Windows,0.49532017236196,F,Houston,Doctor,Groceries,Adult,0,1,0.0250858514659622,0.0990311320975808,0.801937735804838,0,0.5
macOS,0.534081571299729,M,Test City,Lawyer,Groceries,Middle Age,0.222222222222222,1,0.00552126892403711,0,0.356895867892209,0.5,1
Windows,0.369576109830644,M,Test City,Lawyer,Electronics,Middle Age,0.111111111111111,1,0.0235736398779069,0.0990311320975808,0.801937735804838,0.5,1
other,0.833309950896884,M,Phoenix,Nurse,Groceries,Adult,0,1,0.00754630465649044,1,0.35689586789221,0,0.5
Windows,0.350977051808798,M,New York,Engineer,Apparel,Young Adult,0,1,0.180889590976588,0.722520933956314,5.55111512312578e-17,0.5,1
macOS,0.86623910211444,M,Test City,Clerk,Travel,Middle Age,0,1,0.00544092675576301,0.277479066043686,0,0.5,1
X11,0.429161238601062,F,Phoenix,Clerk,Electronics,Young Adult,0,1,0.266398991516103,0,0.356895867892209,1,0.5
other,0.253191702575408,F,Test City,Engineer,Electronics,Middle Age,0,1,0.000627225322097907,0.900968867902419,0.801937735804838,0.5,1
other,0.0667401543240806,F,Test City,Teacher,Entertainment,Middle Age,0.111111111111111,1,0.00818516399665952,0.5,1,0.5,1
macOS,0.100150315662892,M,Test City,Clerk,Electronics,Middle Age,0.111111111111111,1,0.00129588629551451,0.277479066043686,0,1,0.5
other,0.883074456358353,M,Test City,Doctor,Electronics,Young Adult,0.222222222222222,1,0.00137635492050678,0.277479066043686,0,0.5,1
macOS,0.263974346126866,F,Test City,Engineer,Electronics,Adult,0,1,0.00283785736457792,0.0990311320975808,0.801937735804838,0,0.5
macOS,0.282453151618399,M,Test City,Teacher,Groceries,Young Adult,0.333333333333333,1,0.0137853840650709,0.277479066043686,0,0.5,1
Linux,0.475638841567291,M,Test City,Doctor,Entertainment,Middle Age,0.111111111111111,1,0.00600884387704158,0.722520933956314,5.55111512312578e-17,0.5,0
Windows,0.132037278284397,M,Test City,Clerk,Apparel,Adult,0,1,0.00242560846336035,0,0.356895867892209,0.5,1
macOS,0.804629722417076,M,Test City,Engineer,Apparel,Middle Age,0.333333333333333,1,0.00118907252090456,0.900968867902419,0.801937735804838,0.5,1
macOS,0.688866619901794,F,Test City,Teacher,Travel,Middle Age,0.111111111111111,1,0.00126966760261499,0.5,1,0,0.5
Linux,0.883034372181581,F,Los Angeles,Lawyer,Electronics,Adult,0,1,0.0248043166590877,0.5,1,1,0.5
macOS,0.195951498146107,M,Test City,Teacher,Apparel,Adult,0.111111111111111,1,0.00590666684876434,0.5,1,0,0.5
